1789716900.002283 server started (2187779): version 3.4, socket /tmp/tmux-1008/default, protocol 8
1789716900.002296 on Linux 7.0.0-28-generic #28~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Wed Jul  1 15:50:57 UTC 2
1789716900.002301 using libevent 2.1.12-stable poll
1789716900.002303 using ncurses 6.4 20240113
1789716900.006680 cmd_parse_build_commands 0:0: select-pane
1789716900.006682 cmd_parse_build_commands 0:1: -R
1789716900.006684 args_parse_flags: next -R
1789716900.006686 args_parse_flags: -R
1789716900.006687 args_parse: flags end at 2 of 2
1789716900.006689 cmd_parse_build_commands: select-pane -R
1789716900.006691 args_parse_flags: next -N
1789716900.006693 args_parse_flag_argument: -N = Select the pane to the right of the active pane
1789716900.006694 args_parse_flags: next -r
1789716900.006696 args_parse_flags: -r
1789716900.006697 args_parse_flags: next Right
1789716900.006699 args_parse: flags end at 4 of 6
1789716900.006701 args_parse: 4 = Right (type STRING)
1789716900.006703 args_parse: 5 = select-pane -R (type COMMANDS)
1789716900.006707 cmd_parse_build_commands: bind-key -r -N "Select the pane to the right of the active pane" Right { select-pane -R }
1789716900.006709 cmdq_get_command: [bind-key/0x60e080050fb0] group 514
1789716900.006711 cmdq_append <global>: [bind-key/0x60e080050fb0]
1789716900.006713 yylex_token: end at WS
1789716900.006715 yylex_token: bind
1789716900.006716 yylex_token: end at WS
1789716900.006717 yylex_token: -N
1789716900.006720 yylex_token: end at WS
1789716900.006721 yylex_token: Set the even-horizontal layout
1789716900.006722 yylex_token: end at WS
1789716900.006724 yylex_token: M-1
1789716900.006726 yylex_token: end at WS
1789716900.006727 yylex_token: select-layout
1789716900.006729 yylex_token: end at WS
1789716900.006730 yylex_token: even-horizontal
1789716900.006732 cmd_parse_build_commands 0:0: bind
1789716900.006734 cmd_parse_build_commands 0:1: -N
1789716900.006736 cmd_parse_build_commands 0:2: Set the even-horizontal layout
1789716900.006738 cmd_parse_build_commands 0:3: M-1
1789716900.006742 cmd_parse_build_commands 0:4 0:0: select-layout
1789716900.006744 cmd_parse_build_commands 0:4 0:1: even-horizontal
1789716900.006745 cmd_parse_build_commands 0:0: select-layout
1789716900.006747 cmd_parse_build_commands 0:1: even-horizontal
1789716900.006750 args_parse_flags: next even-horizontal
1789716900.006751 args_parse: flags end at 1 of 2
1789716900.006753 args_parse: 1 = even-horizontal (type STRING)
1789716900.006755 cmd_parse_build_commands: select-layout even-horizontal
1789716900.006757 args_parse_flags: next -N
1789716900.006759 args_parse_flag_argument: -N = Set the even-horizontal layout
1789716900.006760 args_parse_flags: next M-1
1789716900.006762 args_parse: flags end at 3 of 5
1789716900.006764 args_parse: 3 = M-1 (type STRING)
1789716900.006766 args_parse: 4 = select-layout even-horizontal (type COMMANDS)
1789716900.006770 cmd_parse_build_commands: bind-key -N "Set the even-horizontal layout" M-1 { select-layout even-horizontal }
1789716900.006772 cmdq_get_command: [bind-key/0x60e0800514d0] group 522
1789716900.006774 cmdq_append <global>: [bind-key/0x60e0800514d0]
1789716900.006777 yylex_token: end at WS
1789716900.006780 yylex_token: bind
1789716900.006781 yylex_token: end at WS
1789716900.006783 yylex_token: -N
1789716900.006785 yylex_token: end at WS
1789716900.006786 yylex_token: Set the even-vertical layout
1789716900.006788 yylex_token: end at WS
1789716900.006789 yylex_token: M-2
1789716900.006790 yylex_token: end at WS
1789716900.006792 yylex_token: select-layout
1789716900.006794 yylex_token: end at WS
1789716900.006795 yylex_token: even-vertical
1789716900.006798 cmd_parse_build_commands 0:0: bind
1789716900.006799 cmd_parse_build_commands 0:1: -N
1789716900.006801 cmd_parse_build_commands 0:2: Set the even-vertical layout
1789716900.006802 cmd_parse_build_commands 0:3: M-2
1789716900.006804 cmd_parse_build_commands 0:4 0:0: select-layout
1789716900.006805 cmd_parse_build_commands 0:4 0:1: even-vertical
1789716900.006808 cmd_parse_build_commands 0:0: select-layout
1789716900.006809 cmd_parse_build_commands 0:1: even-vertical
1789716900.006811 args_parse_flags: next even-vertical
1789716900.006813 args_parse: flags end at 1 of 2
1789716900.006815 args_parse: 1 = even-vertical (type STRING)
1789716900.006817 cmd_parse_build_commands: select-layout even-vertical
1789716900.006819 args_parse_flags: next -N
1789716900.006821 args_parse_flag_argument: -N = Set the even-vertical layout
1789716900.006822 args_parse_flags: next M-2
1789716900.006824 args_parse: flags end at 3 of 5
1789716900.006825 args_parse: 3 = M-2 (type STRING)
1789716900.006828 args_parse: 4 = select-layout even-vertical (type COMMANDS)
1789716900.006831 cmd_parse_build_commands: bind-key -N "Set the even-vertical layout" M-2 { select-layout even-vertical }
1789716900.006834 cmdq_get_command: [bind-key/0x60e080051ae0] group 530
1789716900.006835 cmdq_append <global>: [bind-key/0x60e080051ae0]
1789716900.006838 yylex_token: end at WS
1789716900.006839 yylex_token: bind
1789716900.006841 yylex_token: end at WS
1789716900.006842 yylex_token: -N
1789716900.006844 yylex_token: end at WS
1789716900.006846 yylex_token: Set the main-horizontal layout
1789716900.006847 yylex_token: end at WS
1789716900.006848 yylex_token: M-3
1789716900.006850 yylex_token: end at WS
1789716900.006852 yylex_token: select-layout
1789716900.006853 yylex_token: end at WS
1789716900.006854 yylex_token: main-horizontal
1789716900.006857 cmd_parse_build_commands 0:0: bind
1789716900.006858 cmd_parse_build_commands 0:1: -N
1789716900.006860 cmd_parse_build_commands 0:2: Set the main-horizontal layout
1789716900.006862 cmd_parse_build_commands 0:3: M-3
1789716900.006863 cmd_parse_build_commands 0:4 0:0: select-layout
1789716900.006865 cmd_parse_build_commands 0:4 0:1: main-horizontal
1789716900.006867 cmd_parse_build_commands 0:0: select-layout
1789716900.006868 cmd_parse_build_commands 0:1: main-horizontal
1789716900.006871 args_parse_flags: next main-horizontal
1789716900.006874 args_parse: flags end at 1 of 2
1789716900.006876 args_parse: 1 = main-horizontal (type STRING)
1789716900.006895 cmd_parse_build_commands: select-layout main-horizontal
1789716900.006897 args_parse_flags: next -N
1789716900.006899 args_parse_flag_argument: -N = Set the main-horizontal layout
1789716900.006900 args_parse_flags: next M-3
1789716900.006902 args_parse: flags end at 3 of 5
1789716900.006903 args_parse: 3 = M-3 (type STRING)
1789716900.006905 args_parse: 4 = select-layout main-horizontal (type COMMANDS)
1789716900.006909 cmd_parse_build_commands: bind-key -N "Set the main-horizontal layout" M-3 { select-layout main-horizontal }
1789716900.006911 cmdq_get_command: [bind-key/0x60e080052100] group 538
1789716900.006913 cmdq_append <global>: [bind-key/0x60e080052100]
1789716900.006915 yylex_token: end at WS
1789716900.006917 yylex_token: bind
1789716900.006918 yylex_token: end at WS
1789716900.006920 yylex_token: -N
1789716900.006921 yylex_token: end at WS
1789716900.006923 yylex_token: Set the main-vertical layout
1789716900.006925 yylex_token: end at WS
1789716900.006926 yylex_token: M-4
1789716900.006927 yylex_token: end at WS
1789716900.006929 yylex_token: select-layout
1789716900.006930 yylex_token: end at WS
1789716900.006932 yylex_token: main-vertical
1789716900.006934 cmd_parse_build_commands 0:0: bind
1789716900.006935 cmd_parse_build_commands 0:1: -N
1789716900.006936 cmd_parse_build_commands 0:2: Set the main-vertical layout
1789716900.006938 cmd_parse_build_commands 0:3: M-4
1789716900.006940 cmd_parse_build_commands 0:4 0:0: select-layout
1789716900.006941 cmd_parse_build_commands 0:4 0:1: main-vertical
1789716900.006943 cmd_parse_build_commands 0:0: select-layout
1789716900.006945 cmd_parse_build_commands 0:1: main-vertical
1789716900.006947 args_parse_flags: next main-vertical
1789716900.006949 args_parse: flags end at 1 of 2
1789716900.006950 args_parse: 1 = main-vertical (type STRING)
1789716900.006952 cmd_parse_build_commands: select-layout main-vertical
1789716900.006954 args_parse_flags: next -N
1789716900.006955 args_parse_flag_argument: -N = Set the main-vertical layout
1789716900.006976 args_parse_flags: next M-4
1789716900.006978 args_parse: flags end at 3 of 5
1789716900.006979 args_parse: 3 = M-4 (type STRING)
1789716900.006982 args_parse: 4 = select-layout main-vertical (type COMMANDS)
1789716900.006985 cmd_parse_build_commands: bind-key -N "Set the main-vertical layout" M-4 { select-layout main-vertical }
1789716900.006987 cmdq_get_command: [bind-key/0x60e080052650] group 546
1789716900.006989 cmdq_append <global>: [bind-key/0x60e080052650]
1789716900.006993 yylex_token: end at WS
1789716900.006995 yylex_token: bind
1789716900.006996 yylex_token: end at WS
1789716900.006998 yylex_token: -N
1789716900.007000 yylex_token: end at WS
1789716900.007001 yylex_token: Select the tiled layout
1789716900.007002 yylex_token: end at WS
1789716900.007004 yylex_token: M-5
1789716900.007006 yylex_token: end at WS
1789716900.007007 yylex_token: select-layout
1789716900.007008 yylex_token: end at WS
1789716900.007010 yylex_token: tiled
1789716900.007012 cmd_parse_build_commands 0:0: bind
1789716900.007013 cmd_parse_build_commands 0:1: -N
1789716900.007015 cmd_parse_build_commands 0:2: Select the tiled layout
1789716900.007016 cmd_parse_build_commands 0:3: M-5
1789716900.007018 cmd_parse_build_commands 0:4 0:0: select-layout
1789716900.007020 cmd_parse_build_commands 0:4 0:1: tiled
1789716900.007022 cmd_parse_build_commands 0:0: select-layout
1789716900.007024 cmd_parse_build_commands 0:1: tiled
1789716900.007026 args_parse_flags: next tiled
1789716900.007027 args_parse: flags end at 1 of 2
1789716900.007044 args_parse: 1 = tiled (type STRING)
1789716900.007047 cmd_parse_build_commands: select-layout tiled
1789716900.007049 args_parse_flags: next -N
1789716900.007050 args_parse_flag_argument: -N = Select the tiled layout
1789716900.007051 args_parse_flags: next M-5
1789716900.007053 args_parse: flags end at 3 of 5
1789716900.007055 args_parse: 3 = M-5 (type STRING)
1789716900.007059 args_parse: 4 = select-layout tiled (type COMMANDS)
1789716900.007063 cmd_parse_build_commands: bind-key -N "Select the tiled layout" M-5 { select-layout tiled }
1789716900.007066 cmdq_get_command: [bind-key/0x60e080052b00] group 554
1789716900.007068 cmdq_append <global>: [bind-key/0x60e080052b00]
1789716900.007070 yylex_token: end at WS
1789716900.007072 yylex_token: bind
1789716900.007074 yylex_token: end at WS
1789716900.007075 yylex_token: -N
1789716900.007078 yylex_token: end at WS
1789716900.007079 yylex_token: Select the next window with an alert
1789716900.007081 yylex_token: end at WS
1789716900.007083 yylex_token: M-n
1789716900.007084 yylex_token: end at WS
1789716900.007086 yylex_token: next-window
1789716900.007088 yylex_token: end at WS
1789716900.007089 yylex_token: -a
1789716900.007091 cmd_parse_build_commands 0:0: bind
1789716900.007093 cmd_parse_build_commands 0:1: -N
1789716900.007094 cmd_parse_build_commands 0:2: Select the next window with an alert
1789716900.007096 cmd_parse_build_commands 0:3: M-n
1789716900.007098 cmd_parse_build_commands 0:4 0:0: next-window
1789716900.007099 cmd_parse_build_commands 0:4 0:1: -a
1789716900.007102 cmd_parse_build_commands 0:0: next-window
1789716900.007103 cmd_parse_build_commands 0:1: -a
1789716900.007106 args_parse_flags: next -a
1789716900.007108 args_parse_flags: -a
1789716900.007109 args_parse: flags end at 2 of 2
1789716900.007112 cmd_parse_build_commands: next-window -a
1789716900.007113 args_parse_flags: next -N
1789716900.007115 args_parse_flag_argument: -N = Select the next window with an alert
1789716900.007117 args_parse_flags: next M-n
1789716900.007118 args_parse: flags end at 3 of 5
1789716900.007120 args_parse: 3 = M-n (type STRING)
1789716900.007122 args_parse: 4 = next-window -a (type COMMANDS)
1789716900.007126 cmd_parse_build_commands: bind-key -N "Select the next window with an alert" M-n { next-window -a }
1789716900.007128 cmdq_get_command: [bind-key/0x60e080053010] group 562
1789716900.007130 cmdq_append <global>: [bind-key/0x60e080053010]
1789716900.007133 yylex_token: end at WS
1789716900.007134 yylex_token: bind
1789716900.007136 yylex_token: end at WS
1789716900.007137 yylex_token: -N
1789716900.007140 yylex_token: end at WS
1789716900.007141 yylex_token: Rotate through the panes in reverse
1789716900.007143 yylex_token: end at WS
1789716900.007145 yylex_token: M-o
1789716900.007146 yylex_token: end at WS
1789716900.007147 yylex_token: rotate-window
1789716900.007149 yylex_token: end at WS
1789716900.007151 yylex_token: -D
1789716900.007152 cmd_parse_build_commands 0:0: bind
1789716900.007154 cmd_parse_build_commands 0:1: -N
1789716900.007156 cmd_parse_build_commands 0:2: Rotate through the panes in reverse
1789716900.007158 cmd_parse_build_commands 0:3: M-o
1789716900.007160 cmd_parse_build_commands 0:4 0:0: rotate-window
1789716900.007161 cmd_parse_build_commands 0:4 0:1: -D
1789716900.007163 cmd_parse_build_commands 0:0: rotate-window
1789716900.007165 cmd_parse_build_commands 0:1: -D
1789716900.007168 args_parse_flags: next -D
1789716900.007170 args_parse_flags: -D
1789716900.007171 args_parse: flags end at 2 of 2
1789716900.007174 cmd_parse_build_commands: rotate-window -D
1789716900.007175 args_parse_flags: next -N
1789716900.007177 args_parse_flag_argument: -N = Rotate through the panes in reverse
1789716900.007178 args_parse_flags: next M-o
1789716900.007180 args_parse: flags end at 3 of 5
1789716900.007182 args_parse: 3 = M-o (type STRING)
1789716900.007183 args_parse: 4 = rotate-window -D (type COMMANDS)
1789716900.007187 cmd_parse_build_commands: bind-key -N "Rotate through the panes in reverse" M-o { rotate-window -D }
1789716900.007189 cmdq_get_command: [bind-key/0x60e0800534a0] group 570
1789716900.007191 cmdq_append <global>: [bind-key/0x60e0800534a0]
1789716900.007195 yylex_token: end at WS
1789716900.007197 yylex_token: bind
1789716900.007198 yylex_token: end at WS
1789716900.007199 yylex_token: -N
1789716900.007202 yylex_token: end at WS
1789716900.007203 yylex_token: Select the previous window with an alert
1789716900.007206 yylex_token: end at WS
1789716900.007208 yylex_token: M-p
1789716900.007210 yylex_token: end at WS
1789716900.007212 yylex_token: previous-window
1789716900.007213 yylex_token: end at WS
1789716900.007215 yylex_token: -a
1789716900.007216 cmd_parse_build_commands 0:0: bind
1789716900.007218 cmd_parse_build_commands 0:1: -N
1789716900.007220 cmd_parse_build_commands 0:2: Select the previous window with an alert
1789716900.007221 cmd_parse_build_commands 0:3: M-p
1789716900.007222 cmd_parse_build_commands 0:4 0:0: previous-window
1789716900.007224 cmd_parse_build_commands 0:4 0:1: -a
1789716900.007226 cmd_parse_build_commands 0:0: previous-window
1789716900.007228 cmd_parse_build_commands 0:1: -a
1789716900.007230 args_parse_flags: next -a
1789716900.007231 args_parse_flags: -a
1789716900.007233 args_parse: flags end at 2 of 2
1789716900.007235 cmd_parse_build_commands: previous-window -a
1789716900.007237 args_parse_flags: next -N
1789716900.007239 args_parse_flag_argument: -N = Select the previous window with an alert
1789716900.007240 args_parse_flags: next M-p
1789716900.007242 args_parse: flags end at 3 of 5
1789716900.007244 args_parse: 3 = M-p (type STRING)
1789716900.007245 args_parse: 4 = previous-window -a (type COMMANDS)
1789716900.007249 cmd_parse_build_commands: bind-key -N "Select the previous window with an alert" M-p { previous-window -a }
1789716900.007251 cmdq_get_command: [bind-key/0x60e080053bf0] group 578
1789716900.007253 cmdq_append <global>: [bind-key/0x60e080053bf0]
1789716900.007255 yylex_token: end at WS
1789716900.007257 yylex_token: bind
1789716900.007259 yylex_token: end at WS
1789716900.007260 yylex_token: -N
1789716900.007262 yylex_token: end at WS
1789716900.007264 yylex_token: Move the visible part of the window up
1789716900.007265 yylex_token: end at WS
1789716900.007266 yylex_token: -r
1789716900.007268 yylex_token: end at WS
1789716900.007269 yylex_token: S-Up
1789716900.007271 yylex_token: end at WS
1789716900.007273 yylex_token: refresh-client
1789716900.007274 yylex_token: end at WS
1789716900.007275 yylex_token: -U
1789716900.007277 yylex_token: end at WS
1789716900.007278 yylex_token: 10
1789716900.007280 cmd_parse_build_commands 0:0: bind
1789716900.007282 cmd_parse_build_commands 0:1: -N
